property_name,society,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating
3 BHK Flat in Rajarhat,perfect sharanya enclave,0.6,4777.0,Super Built up area 1256(116.69 sq.m.),3.0,2,1,not available,"Rajarhat, Kolkata East, Kolkata",3,South-West,1 to 5 Year Old,"['Shitala Mandir', 'State bank of india ATM', 'Axis bank ATM', 'Union bank of india ATM', 'Bank of baroda ATM', 'Hdfc bank ATM', 'Icici bank ATM', 'Allahabad bank ATM', 'Kolkata Nursing Home', 'Maa Sarada Nursing Home', 'Charnock Hospital Pvt Ltd', 'Little Hut Nirikshan Kendra', 'Renaissance Hospital', 'Spandan Hospital', 'B B Eye Foundation VIP ROAD', 'CGHS Dispensary', 'New Life Nursing Home Kolkata', 'Avenue Nursing Home', 'Swasti Nursing Home', 'New Town Nursing Home And Diagnostic Co P Ltd', 'Bhattacharya Orthopaedics and Related Research Centre Pvt Ltd', 'Phoenix Hospital And Diagnostic Centre Pvt Ltd', 'Netram Eye Hospital', 'Dr. Rathikul Hasan', 'Revive Nursing Home', 'Aparna Nursing Home', 'Tulip Nursing Home', 'ILS Hospitals - Dumdum', 'Airport Bus Stand lines VS1', 'Hdfc bank', 'KFC', ""McDonald's"", 'KFC', 'O-Zone Restaurant cum Bar', 'KATHI JUNCTION', 'Stash Cafe', 'Little Friends school', 'Calcutta Public School']","We are the proud owners of this 3 bhk apartment available in perfect sharanya enclave, rajarhat, kolkata east. This it is a and the unit is located on 3rd floor and has a super built-Up area of 1256 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type.
 Additional details :The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",[],,"['Lifestyle4.2 out of 5', 'Safety4.1 out of 5', 'Connectivity4.2 out of 5', 'Environment4.1 out of 5']"
3 BHK Flat in Bypass Road,apartment,1.75,10472.0,Super Built up area 1671(155.24 sq.m.),3.0,2,1,not available,"Bypass Road, Kolkata South, Kolkata",8,NA,1 to 5 Year Old,"['Shani Temple', 'Radha Krishna Temple', 'Battala Sitala Mandir', 'Sitala Mandir-Bondel Road', 'Hari Sava.Lord Krishna Temple', 'Old Radha Krishna Temple', 'Maa Kali mandir', 'Shoni thakur mandir', 'Maa kali temple', 'Lord Shiva Temple', 'Hindu Temple', 'Sada Kali Mandir', 'Shitala Mandir', 'Kali Mandir', 'Hanuman Mandir', 'Axis bank ATM', 'State bank of india ATM', 'Cancer Hospital', 'Calcutta Institute Of Maxill Ofacial Surgery and R', 'Dr. Agarwals Eye Hospital', 'Amrapali Medical Center and Nursing Home Pvt Ltd', 'Revival Nursing Home', 'Dolphin Nursing Home', 'Dr. Alis Multispeciality Clinic', 'R-Fleming Hospital Zodiac Medicare and Hospital Pvt.Ltd.', 'B.K.Dutt Memorial Medical Centre', 'Mood', 'The Medicure Kolkata', 'Swastik Seva Sadan', 'Acharya Srimat Yogesh Brahmachari Charitable Eye Clinic', 'A.H.IVF and Infertility Research Centre Ltd', 'Mediview Nursing Home Pvt Ltd', 'Dhakuria Sree Ramkrishna Sebasram', 'Frank Ross Pharmacy', 'Lokenath Medical Shop', 'Cinepolis', 'Icici bank', 'Bandhan bank', 'Hdfc bank', 'Red chilli', 'Thali', 'Ozora', 'Naushijaan', 'Boudir Hotel', ""Chili's"", ""Harvey's"", 'Food Court', '6 Ballygunge Place', 'Ballygunge railway station', 'Ballygunge junction railway station']","We are the proud owners of this 3 bhk apartment available in cr 75 lacs, bypass road, kolkata south. This furnished apartment it is a and the unit is located on 8th floor and has a super built-Up area of 1671 sq.Ft. . It has 2 bathroom(s) and 1 balcony(s). The ownership is freehold type.","['1 Fan', '1 Fridge', '1 Sofa', '1 Dining Table', '1 Stove', '1 Microwave', '1 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Exhaust Fan', 'No Geyser', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,
2 BHK Flat in Garia,upohar the condoville,0.53,6220.0,Built Up area: 836 (77.67 sq.m.),2.0,2,1,not available,"Garia, Kolkata South, Kolkata",14,South,10+ Year Old,"['Shahid khudiram metro station', 'Kavi subhash metro station', 'Kavi nazrul metro station', 'Sitala mandir', 'Maa kali temple garia dhalua', 'Shani mandir garia dhalua', 'Bikram mess kali mandir', 'Durga mandir', 'Gosto Mandir', 'Sree Guru Sangha Main Gate', 'Sri Sri 108 Doyal Baba Asram', 'Sitala Temple', 'Kali temple', 'Brahmapur Badamtala Jame Masjid', 'Sbi ATM', 'Icici bank ATM', 'Remedy Hospital Unit Of Remedy Medical Services Pvt Ltd', 'Namita Biswas Memorial Eye Hospital', 'Hindustan Health Point Pvt Ltd', 'Garia Eye Clinic and Micro Surgery Centre', 'BRWS Hospital', 'Peerless Hospital and B.K.Roy Research Center', 'Sevangan Medical Complex', 'Red Plus Society Nursing Home', 'Apex Institute Of Medical Sciences', 'Netaji Subhash Chandra Bose Cancer Reasearch Inst', 'IRIS HOSPITAL', 'Sunetra Eye and Family Care Centre', 'Dakshinee Eye Foundation', 'Baghajatin State General Hospital', 'Aditya Birla Sankara Nethralaya', 'Yubatirtha club', 'Red Cross Society Medical Strore', 'Petrol pump', 'Axis bank', 'Axis bank', 'Hdfc bank brahmapur branch', 'State bank of india brahmapur branch', 'Bank of baroda', 'Machhranga Airconditioned Multi Cuisine', 'Cafe Coffee Day', 'Neils Kitchen', 'Sandwiches', 'Sammilani Mahavidyalaya', 'Biswabani School', 'New garia railway station', 'Garia railway station', 'Bagha jatin railway station', 'Narendrapur railway station']","Looking for a 2 bhk property for sale in kolkata south? Buy this 2 bhk flat in upohar the condoville that is situated in garia, kolkata south. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a built up area of 836 sq.Ft. The flat has a total of 19 floors and this property is situated on 14th floor. An added advantage of this 10+ years old flat is that it is available for immediate possession as the project is already ready to move.","['1 Wardrobe', '3 Fan', '1 Geyser', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,"['Lifestyle4.1 out of 5', 'Safety4.1 out of 5', 'Connectivity4.3 out of 5', 'Environment3.8 out of 5']"
3 BHK Flat in Bablatala,salarpuria pearl,0.75,4780.0,Super Built up area 1569(145.76 sq.m.),3.0,2,2,servant room,"Rajarhat, Bablatala, Kolkata East, Kolkata",4,NA,5 to 10 Year Old,"['Kali mandir', 'Manasha Mandir', 'Kali Temple', 'Kali Mandir', 'Dharmaraj Temple', 'Mukherjee Barir Durgadalan', 'Rekjoani Shitala Mandir', 'Kanjialpara Shani Mandir', 'Rajarhat Police Station Kali Temple', 'Radha Krishna Mandir', 'State bank of india ATM', 'Bhattacharya Orthopaedics and Related Research Centre Pvt Ltd', 'Netram Eye Hospital', 'Kolkata Nursing Home', 'Maa Sarada Nursing Home', 'Little Hut Nirikshan Kendra', 'Charnock Hospital Pvt Ltd', 'Renaissance Hospital', 'CGHS Dispensary', 'Spandan Hospital', 'Phoenix Hospital And Diagnostic Centre Pvt Ltd', 'Dr. Rathikul Hasan', 'B B Eye Foundation VIP ROAD', 'Geetanjali IT Park', 'Airport Bus Stand lines VS1', 'Indian Oil', 'Hdfc bank', 'KATHI JUNCTION', 'KFC', ""McDonald's"", 'Stash Cafe']","3 bhk apartment available in salarpuria pearl , bablatala, kolkata east. The apartment is located on 4th floor and has a super built-Up area of 1569 sq.Ft. It has 2 bathrooms and 2 balconies. The ownership is freehold type. The apartment has one utility room (73 sq ft) on the ground floor and 1 open parking.",,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Park', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",
2 BHK Flat in Baguiati,on request,0.6,6086.0,Super Built up area 1150(106.84 sq.m.),2.0,2,2,not available,"Baguiati, Kolkata North, Kolkata",4,NA,5 to 10 Year Old,"['Shitala Mandir', 'Lichubagan Radha Krishna Temple', 'Union bank of india ATM', 'Axis bank ATM', 'State bank of india ATM', 'Bank of baroda ATM', 'Hdfc bank ATM', 'Allahabad bank ATM', 'Icici bank ATM', 'Avenue Nursing Home', 'B B Eye Foundation VIP ROAD', 'Spandan Hospital', 'Swasti Nursing Home', 'New Life Nursing Home Kolkata', 'New Town Nursing Home And Diagnostic Co P Ltd', 'Renaissance Hospital', 'Revive Nursing Home', 'Charnock Hospital Pvt Ltd', 'ILS Hospitals - Dumdum', 'Kolkata Nursing Home', 'Tulip Nursing Home', 'Little Hut Nirikshan Kendra', 'Aditya Hospital', 'Maa Sarada Nursing Home', 'CGHS Dispensary', 'North Point Nursing Home Pvt. Ltd', 'CGHS Dispensary Salt-Lake AF', 'bangur medical center', 'Nayan Jyoti Eye Care Centre', 'Anandalok Polyclinic', 'Dum Dum Municipal Specialised Hospital', 'Aparna Nursing Home', ""BF block Residents' Association"", 'Nagerbazar nursery', 'Hdfc bank', 'PVR', 'O-Zone Restaurant cum Bar', 'KFC', 'New Rajkumar Sweets', 'KFC', ""McDonald's"", 'KFC', ""Santa's Fantasea"", 'Little Friends school', 'Calcutta Public School', 'Sarada Vidyapith', 'Maulana Abul Kalam Azad University of Technology', 'West Bengal University of Technology', 'Dum dum cantonment railway station']","We are the proud owners of this 2 bhk apartment available in all details confirm, baguihati, kolkata north. This it is a and the unit is located on 4th floor and has a super built-Up area of 1150 sq.Ft. . It has 2 bathroom(s) and 2 balcony(s). The ownership is freehold type.",[],,"['Lifestyle4.1 out of 5', 'Safety4 out of 5', 'Connectivity4.3 out of 5', 'Environment3.9 out of 5']"
2 BHK Flat in Sodepur,merlin maximus,0.6,7142.0,Super Built up area 840(78.04 sq.m.)Built Up area: 633 sq.ft. (58.81 sq.m.)Carpet area: 450 sq.ft. (41.81 sq.m.),2.0,2,1,not available,"Sodepur, Kolkata North, Kolkata",1,South-West,1 to 5 Year Old,"['Sodepur Bazar', ""Spencer's, Rathtala"", 'Sodepur High School', 'St Xaviers Institution', 'Guru Nanak Institute', 'The Aryans School', 'College of Medicine & Sagore Dutta', 'Adamas International School', 'Zenith Super Specialist Hospital']",3 side open flat with pond and garden view. Personal staircase available. Fully furnished flat with interior decoration done and 2 covered parking available under the tower.,"['2 Wardrobe', '43 Light', '6 Curtains', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']","['Lifestyle4.2 out of 5', 'Safety4 out of 5', 'Connectivity4.2 out of 5', 'Environment3.9 out of 5']"
3 BHK Flat in Joka,dtc southern heights,0.69,5036.0,Super Built up area 1370(127.28 sq.m.)Built Up area: 1096 sq.ft. (101.82 sq.m.),3.0,3,2,not available,"Joka, Kolkata South, Kolkata",2,South,0 to 1 Year Old,"['Joka Metro', 'BMRI Hospital', 'Behala Chowrasta', 'Taratala More', 'Tollygunge', 'New Alipore', 'Park Street', 'BBD Bag', 'Howrah', 'Kendriya Vidyalaya', 'IIM Kolkatt', 'Pallan World School', 'Bharat Sevashram Hospital', 'Airport', 'Taj Bengal Hotel']",Unfurnished flat possession taken within last one year. South facing main balcony. Cool interior and sunlight rays brighten up the flat.,,"['Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']","['Lifestyle3.8 out of 5', 'Safety3.6 out of 5', 'Connectivity3.7 out of 5', 'Environment3.6 out of 5']"
2 BHK Flat in Kestopur,samkunj apartment,0.45,4563.0,Carpet area: 986 (91.6 sq.m.),2.0,2,1,not available,"Kestopur, Kolkata North, Kolkata",1,South-West,10+ Year Old,"['Karunamoyee metro station', 'Salt lake sector v metro station', 'Central park metro station', 'The Church of Jesus Christ of Latter-day Saints', 'Hdfc ATM', 'Icici bank ATM', 'Sbi ATM', 'Hdfc bank ATM', 'Bank of baroda ATM', 'Allahabad bank ATM', 'Tarulia Upashasthya Kendra', 'CGHS Dispensary Salt-Lake AF', 'Anandalok', 'Anandalok Polyclinic', 'Revive Nursing Home', 'Composite Hospital', 'Anandalok Hospital Salt Lake City', 'New Town Nursing Home And Diagnostic Co P Ltd', 'Doctor', 'Swasti Nursing Home', 'New Life Nursing Home Kolkata', 'Rotary Narayana Nethralaya', 'Suraksha Diagnostic', 'Salt Lake City Medical Centre', ""BF block Residents' Association"", 'P.S. Srijan Techpark', 'Imagine Tech Park', 'Saltee Techpark', 'Millennium City IT Park', 'CSTC Bus Depot', 'Daga Service Station', 'HP Petrol Pump', 'Nazrul Tirtha', ""Santa's Fantasea"", ""Mishra's"", 'Azad Hind Dhaba', 'O-Zone Restaurant cum Bar', 'KFC', 'Oudh 1590', ""Domino's"", 'West Bengal University of Technology', 'Maulana Abul Kalam Azad University of Technology', 'Calcutta Public School', 'Burdwan University - Kolkata Office', 'North Bengal University', 'Rabindra Bharati University', 'Aliah University', 'NITTTR Residential Campus', 'Aliah University']","Looking for a 2 bhk property for sale in kolkata north? Buy this 2 bhk flat in samkunj apartment that is situated in kestopur, kolkata north. The flat occupies a carpet area of 986 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The flat has a total of 4 floors and this property is situated on 1st floor. This is a ready to move project and the property is 10+ years old. It includes a covered garage.","['4 Wardrobe', '4 Fan', '1 Fridge', '1 Sofa', '1 Exhaust Fan', '1 Geyser', '11 Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Water Storage', 'Visitor Parking']","['Lifestyle4.1 out of 5', 'Safety4.1 out of 5', 'Connectivity4.3 out of 5', 'Environment3.8 out of 5']"
3 BHK Flat in Maheshtala,eden city maheshtala,0.45,3268.0,Super Built up area 1377(127.93 sq.m.),3.0,2,1,not available,"Maheshtala, Kolkata South, Kolkata",7,NA,5 to 10 Year Old,"['Behala Chowrasta Metro Station', 'Chinripota Potaka Market', 'NH12', 'Carmel School', 'Jadavpur University', 'ESI Hospital', 'Kolkata Airport', 'Nangi Railway Station']","3bhk, 2 bath, semi-Furnished, 7th floor (Of 15), at maheshtala location kolkata with covered car parking in very good condition.","['5 Fan', '10 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']","['Connectivity3.8 out of 5', 'Amenities3.8 out of 5', 'Construction3.5 out of 5', 'Green Area3.9 out of 5', 'Management3.6 out of 5']"
3 BHK Flat in Niranjan Pally,tara maa apartment,0.45,3750.0,Super Built up area 1200(111.48 sq.m.),3.0,2,0,not available,"Niranjan Pally, Kolkata South, Kolkata",3,NA,5 to 10 Year Old,"['Brahmapur Badamtala Jame Masjid', 'Sitala Temple', 'Sree Guru Sangha Main Gate', 'Gosto Mandir', 'Sri Sri 108 Doyal Baba Asram', 'Gouria moth', 'Dhali Para Masjid', 'Sitala mandir', 'Axis bank ATM', 'Axis bank ATM', 'Sbi ATM', 'Sbi ATM', 'Udayan Nursing Home', 'Kumar Surgical and Laparoscopic Clinic', 'Lions North Kolkata Hospital and Medical Centre', 'Sevangan Medical Complex', 'Chandi tala health center', 'Sree Krishna Nursing Home', 'Tapan Sinha Memorial Hospital', 'BRWS Hospital', 'Charulata Welfare Centre', 'Garia Eye Clinic and Micro Surgery Centre', 'Apollo Pharmacy', 'CSTC Bus Terminal', 'IOCL Petrol Pump', 'State bank of india brahmapur branch', 'Bank of baroda', 'State bank of india bansdroni', 'Hdfc bank brahmapur branch', 'Axis bank', 'Axis bank', 'Madhuban Cinema', 'Netaji Nagar College', 'ITI', 'ITI TOLLYGUNGE', 'Swami pranabananda school']","This is your chance to own a 3 bhk residential apartment in tara maa apartment, niranjan pally, kolkata south, kolkata.
Basic details:
You will love this bright and spacious 3 bedroom apartment with 2 bathrooms, modular kitchen, and spacious hall. The balcony offers a great view and is a place to enjoy at any time. This house provides ample natural light and has good ventilation that invites comfort. 
Location:
The prime location provides residents with access to the very best that this city has to offer. The property is situated close to all the basic amenities. It is close to the main road making it highly accessible.
-Major banks and atms within proximity
-Schools within a close radius
-Easy access to public transportWait no more and schedule a tour today.
For more details, kindly contact the owner.",[],,
